race,sex,age,age_cat,decile_score,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,1,44,1,9,2,0,0,19,-17.0,1,1,2,17,1
0,1,28,1,4,0,0,0,1,0.0,0,1,0,15,0
0,0,39,1,5,0,0,0,0,-1.0,0,1,1,2,1
1,1,54,2,1,0,0,0,0,-1.0,0,0,0,6,0
1,1,43,1,4,0,0,0,0,-1.0,1,0,0,0,0
0,1,31,1,10,0,0,0,5,0.0,1,0,2,0,0
0,1,30,1,10,4,1,0,11,0.0,0,0,2,117,0
1,1,27,1,4,0,1,3,4,-1.0,1,1,0,1,1
0,1,28,1,2,0,0,0,0,-1.0,1,1,0,1,1
0,1,24,0,7,0,0,0,0,-1.0,1,0,1,0,0
1,1,43,1,1,0,0,0,0,0.0,1,0,0,0,0
0,1,44,1,4,0,0,0,10,-7.0,1,1,0,5,1
0,1,23,0,3,0,0,0,0,-1.0,0,0,0,1,0
1,1,36,1,3,0,0,0,5,-1.0,1,1,0,0,1
1,1,27,1,9,0,0,0,1,-1.0,0,0,2,1,0
0,1,24,0,10,0,0,0,0,0.0,0,1,2,1,1
1,1,66,2,1,0,0,0,0,-1.0,1,0,0,0,0
1,0,36,1,4,0,0,1,3,0.0,0,0,0,25,0
1,1,23,0,3,0,0,0,1,0.0,0,1,0,0,1
0,0,22,0,7,0,0,0,0,0.0,1,1,1,0,1
0,1,56,2,1,0,0,0,4,-1.0,0,0,0,2,0
0,0,58,2,1,0,0,0,3,-18.0,1,0,0,18,0
1,1,24,0,5,0,1,2,3,0.0,1,0,1,0,0
0,1,22,0,3,0,0,0,0,-1.0,0,1,0,71,1
1,1,39,1,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,46,2,7,0,0,0,10,-1.0,0,1,1,73,1
1,1,38,1,1,0,0,0,1,-27.0,0,1,0,0,1
1,1,23,0,8,0,0,0,0,0.0,1,1,2,3,1
0,1,25,1,8,0,0,0,0,0.0,0,0,2,1,0
0,1,31,1,9,0,0,0,19,-1.0,0,1,2,0,1
0,0,25,1,3,0,0,0,1,-1.0,1,1,0,0,1
0,1,26,1,6,0,0,0,6,-1.0,0,0,1,1,0
0,1,25,1,9,0,0,1,2,-1.0,0,0,2,274,0
1,1,37,1,8,0,0,0,11,0.0,0,1,2,1,1
0,1,36,1,1,0,0,0,0,-3.0,0,0,0,0,0
0,1,26,1,6,0,0,0,1,0.0,0,1,1,0,1
0,1,35,1,4,0,0,0,7,-23.0,0,1,0,0,1
0,1,22,0,4,0,0,0,2,-1.0,0,1,0,1,1
1,1,25,1,2,0,0,0,0,0.0,0,0,0,0,0
0,1,24,0,7,0,0,0,2,-1.0,1,1,1,12,1
0,1,21,0,9,0,0,1,0,-1.0,0,1,2,0,1
1,1,32,1,9,2,0,1,15,-1.0,0,1,2,70,1
0,1,33,1,2,0,0,0,2,0.0,1,1,0,-1,1
0,1,33,1,9,0,0,0,10,0.0,0,1,2,2,1
1,1,29,1,3,0,0,0,0,-2.0,1,0,0,0,0
1,1,50,2,3,0,0,0,8,-1.0,0,0,0,172,0
0,1,33,1,8,0,0,0,14,-1.0,0,1,2,2,1
0,1,37,1,8,0,1,0,13,-1.0,0,1,2,0,1
0,1,27,1,7,0,0,0,9,-1.0,0,1,1,24,1
0,1,27,1,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,58,2,1,0,0,0,1,-1.0,0,0,0,60,0
0,1,27,1,8,0,0,0,4,-1.0,0,0,2,33,0
1,1,28,1,7,0,0,0,1,-1.0,0,1,1,30,1
1,0,31,1,3,0,0,0,0,-5.0,1,0,0,0,0
0,1,24,0,7,0,0,0,3,-1.0,1,0,1,6,0
0,1,26,1,9,0,0,0,6,0.0,0,1,2,18,1
1,1,43,1,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,22,0,6,0,0,0,3,0.0,0,1,1,1,1
0,1,23,0,5,0,0,0,0,-1.0,0,0,1,3,0
1,1,42,1,4,0,0,0,0,-1.0,1,0,0,0,0
0,1,30,1,10,0,3,0,18,-1.0,1,0,2,17,0
0,1,29,1,9,0,0,0,1,-1.0,0,0,2,290,0
1,1,38,1,4,0,0,0,2,0.0,0,1,0,47,1
1,1,26,1,4,0,0,1,3,-4.0,1,1,0,2,0
0,1,51,2,7,0,0,0,5,0.0,1,0,1,4,0
0,1,23,0,3,0,0,0,0,0.0,0,1,0,0,1
0,1,34,1,5,0,0,0,7,-1.0,0,1,1,0,1
0,1,35,1,2,0,0,0,1,-1.0,1,0,0,1,0
1,1,22,0,3,0,0,0,0,0.0,0,0,0,3,0
0,1,29,1,10,0,0,0,10,-1.0,1,1,2,108,1
0,1,40,1,2,0,0,0,0,-3.0,0,0,0,1,0
0,1,36,1,2,0,0,0,2,0.0,0,0,0,0,0
0,1,26,1,8,0,0,0,8,0.0,0,1,2,0,1
0,1,25,1,3,0,0,0,1,-23.0,0,1,0,0,1
1,1,69,2,1,0,0,0,0,-3.0,1,0,0,0,0
0,1,27,1,4,0,1,0,1,-1.0,0,0,0,8,0
1,1,20,0,5,0,0,0,0,0.0,0,1,1,1,1
0,1,27,1,1,0,0,0,1,-2.0,0,0,0,2,0
0,0,24,0,6,0,0,0,6,-1.0,1,0,1,310,0
1,1,42,1,1,0,0,0,0,-7.0,0,0,0,2,0
1,1,25,1,3,0,0,0,1,-1.0,0,0,0,1,0
0,1,25,1,4,0,0,0,0,-1.0,0,0,0,7,0
0,1,22,0,3,0,0,0,0,-1.0,0,0,0,0,0
1,1,21,0,4,0,0,0,0,-1.0,0,0,0,0,0
0,1,30,1,2,0,0,0,1,0.0,1,0,0,1,0
1,1,46,2,5,0,0,0,9,0.0,1,0,1,4,0
0,1,26,1,7,0,0,0,2,0.0,1,0,1,0,0
0,1,33,1,5,0,0,0,0,0.0,0,1,1,0,1
0,1,40,1,1,0,0,0,1,-1.0,1,0,0,1,0
1,1,34,1,4,0,0,0,0,-1.0,0,0,0,28,0
1,1,22,0,2,0,0,0,1,-1.0,0,1,0,36,1
0,1,31,1,3,0,0,0,4,-1.0,1,1,0,1,1
1,1,59,2,1,0,0,0,3,0.0,1,1,0,1,1
0,1,50,2,1,0,0,0,0,-1.0,0,0,0,2,0
0,1,57,2,5,0,0,0,8,-1.0,0,1,1,99,1
0,1,31,1,5,0,0,0,5,-1.0,1,1,1,0,0
0,1,44,1,8,0,0,0,9,-28.0,0,0,2,25,0
0,1,48,2,9,0,0,0,5,-1.0,0,1,2,242,1
1,0,25,1,4,0,0,0,0,-1.0,0,0,0,1,0
0,1,51,2,3,0,0,0,5,-1.0,1,0,0,0,0
1,1,50,2,1,0,0,0,0,-1.0,0,1,0,0,1
1,1,57,2,1,0,0,0,2,-11.0,0,0,0,2,0
1,1,55,2,1,0,0,0,0,-1.0,1,0,0,0,0
0,1,59,2,3,0,0,0,4,-2.0,0,1,0,1,1
0,0,42,1,1,0,0,0,0,0.0,0,0,0,0,0
0,1,32,1,9,0,0,0,21,-1.0,0,1,2,64,1
0,1,42,1,4,0,0,0,1,0.0,0,0,0,1,0
0,1,29,1,8,0,0,0,8,-1.0,0,1,2,13,1
0,1,21,0,6,0,0,0,1,-1.0,0,0,1,7,0
1,1,58,2,1,0,0,0,0,0.0,1,0,0,0,0
0,1,22,0,7,0,0,1,1,0.0,0,1,1,0,1
1,1,46,2,1,0,0,0,1,-1.0,1,1,0,0,1
1,1,50,2,2,0,0,0,0,0.0,1,1,0,14,1
0,1,46,2,9,0,0,0,2,-1.0,0,0,2,0,0
0,0,44,1,8,0,1,0,11,-1.0,0,1,2,15,1
0,1,35,1,5,0,0,0,4,-1.0,1,0,1,29,0
0,1,30,1,9,0,1,0,14,-1.0,0,1,2,2,1
0,1,42,1,5,0,0,0,2,-1.0,0,0,1,0,0
0,1,46,2,1,0,0,0,5,-1.0,0,1,0,202,1
0,1,42,1,10,0,0,0,0,0.0,0,1,2,34,1
1,1,29,1,10,0,0,0,7,-1.0,0,1,2,1,1
0,1,32,1,4,0,0,1,8,-1.0,0,0,0,4,0
0,0,33,1,1,0,0,0,1,-1.0,1,0,0,1,0
1,1,25,1,4,0,0,0,4,-1.0,0,0,0,183,0
0,0,33,1,1,0,0,0,0,-1.0,1,0,0,1,0
1,1,35,1,1,0,0,0,1,-1.0,0,1,0,49,1
0,1,56,2,1,0,0,0,1,-22.0,0,0,0,2,0
1,1,38,1,3,0,0,0,0,-1.0,1,1,0,2,1
0,0,40,1,1,0,0,0,4,-1.0,1,0,0,1,0
0,1,28,1,4,0,0,1,4,-1.0,0,0,0,1,0
0,1,51,2,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,35,1,2,0,0,0,2,-1.0,1,0,0,1,0
0,1,61,2,2,0,0,0,5,-13.0,0,0,0,12,0
0,1,25,1,3,0,0,0,0,0.0,0,0,0,1,0
0,1,25,1,7,0,0,0,4,-1.0,0,1,1,0,1
0,1,26,1,5,0,0,0,0,0.0,1,1,1,0,0
1,1,42,1,1,0,0,0,1,-1.0,1,0,0,2,0
0,0,25,1,4,0,0,0,1,-10.0,0,0,0,0,0
0,1,26,1,10,0,1,0,13,-1.0,1,1,2,-1,1
0,1,31,1,7,0,0,0,9,-1.0,0,0,1,0,0
1,1,35,1,2,0,0,1,1,-1.0,0,0,0,1,0
1,1,34,1,1,0,0,0,0,-1.0,0,0,0,116,0
1,0,33,1,2,0,0,0,1,-1.0,1,0,0,0,0
0,1,30,1,2,0,0,1,3,-1.0,0,1,0,0,0
0,0,50,2,4,0,0,0,7,-1.0,1,0,0,1,0
0,1,21,0,5,0,0,0,0,-1.0,0,0,1,50,0
0,1,31,1,7,0,0,0,2,-1.0,0,1,1,3,1
0,0,23,0,4,0,0,0,0,-1.0,1,0,0,0,0
0,1,25,1,6,0,0,0,1,0.0,0,0,1,1,0
1,0,24,0,5,0,0,0,1,-1.0,0,0,1,1,0
0,1,31,1,10,0,0,0,13,-1.0,1,1,2,0,1
0,1,60,2,1,0,0,0,0,-1.0,0,1,0,2,0
0,1,30,1,2,0,0,0,2,-1.0,0,0,0,0,0
1,1,46,2,1,0,0,0,0,0.0,1,0,0,-1,0
1,1,21,0,4,0,0,1,0,-1.0,1,1,0,0,1
0,1,35,1,8,0,0,0,0,-1.0,0,1,2,1,0
0,1,23,0,10,0,0,0,1,-1.0,0,1,2,15,1
0,1,23,0,6,0,0,0,3,-1.0,0,1,1,1,1
0,1,28,1,4,0,0,0,2,0.0,1,1,0,2,0
1,1,46,2,4,0,0,1,2,-1.0,1,1,0,3,0
0,1,56,2,2,0,0,0,1,-1.0,0,0,0,0,0
0,1,24,0,4,0,0,0,1,-1.0,1,1,0,0,1
1,0,33,1,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,48,2,8,0,0,0,2,-1.0,1,1,2,4,0
0,1,33,1,6,0,0,0,11,-1.0,0,1,1,44,1
0,1,30,1,5,0,1,1,7,-1.0,0,1,1,0,1
1,0,43,1,8,0,0,0,7,-21.0,0,0,2,8,0
1,1,32,1,3,0,0,0,0,0.0,0,0,0,1,0
1,1,49,2,1,0,0,0,4,-11.0,0,0,0,5,0
1,1,24,0,4,0,0,0,0,-1.0,0,0,0,18,0
0,1,26,1,9,0,0,0,1,0.0,0,0,2,-1,0
1,1,42,1,2,0,0,0,0,-1.0,0,0,0,1,0
0,1,22,0,6,0,0,0,1,-1.0,0,1,1,6,1
1,1,29,1,7,0,0,1,7,-1.0,1,1,1,27,1
1,1,39,1,3,0,0,0,0,0.0,1,0,0,18,0
0,1,27,1,6,0,2,1,13,0.0,0,1,1,14,1
1,1,38,1,5,0,0,0,2,-1.0,0,1,1,7,1
1,1,20,0,2,0,0,0,0,-1.0,0,1,0,3,1
0,1,25,1,10,2,0,0,4,-1.0,0,1,2,86,1
1,1,53,2,1,0,0,0,0,-1.0,1,0,0,0,0
0,0,27,1,8,0,0,0,0,-1.0,1,1,2,6,1
1,1,50,2,1,0,0,0,1,-1.0,1,1,0,5,1
0,1,41,1,5,0,0,0,4,-1.0,0,0,1,0,0
1,1,22,0,8,0,0,2,5,-2.0,0,1,2,4,1
1,1,22,0,7,0,0,2,0,-1.0,0,1,1,2,1
0,1,25,1,5,0,0,0,2,-1.0,0,0,1,26,0
0,1,42,1,4,0,0,0,1,-1.0,0,1,0,1,1
0,1,24,0,3,0,0,1,0,0.0,0,0,0,-1,0
0,1,37,1,4,0,0,0,4,0.0,0,0,0,92,0
1,1,37,1,1,0,0,0,0,-3.0,1,0,0,0,0
0,1,35,1,1,0,0,0,1,0.0,0,1,0,1,1
1,0,24,0,8,0,0,0,0,-1.0,0,0,2,36,0
1,1,49,2,1,0,0,0,2,-1.0,1,0,0,1,0
0,1,38,1,6,0,0,0,9,-5.0,0,0,1,2,0
0,0,30,1,2,0,0,0,0,0.0,1,0,0,0,0
0,1,22,0,6,0,0,0,3,-1.0,0,1,1,128,0
0,1,25,1,7,0,0,0,0,-1.0,0,1,1,1,1
1,1,52,2,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,26,1,2,0,0,0,0,-1.0,0,0,0,0,0
1,1,45,2,9,0,0,0,9,-1.0,0,1,2,54,1
0,1,20,0,9,0,0,0,0,-1.0,0,1,2,0,1
0,1,29,1,8,0,0,0,4,-1.0,0,1,2,80,0
1,1,43,1,6,0,0,0,1,-1.0,0,1,1,69,1
1,1,26,1,5,0,0,0,2,-1.0,0,0,1,0,0
0,0,46,2,4,0,0,0,4,-1.0,0,0,0,0,0
0,0,46,2,1,0,0,0,0,-1.0,0,0,0,1,0
0,1,29,1,10,0,0,0,12,-1.0,0,1,2,5,1
1,1,41,1,1,0,0,0,0,0.0,1,0,0,-1,0
0,0,25,1,7,0,0,0,5,-1.0,0,0,1,0,0
0,1,23,0,7,1,0,0,2,-1.0,0,0,1,18,0
1,1,30,1,3,0,0,0,0,-1.0,1,0,0,0,0
1,1,34,1,6,0,0,0,1,-1.0,0,0,1,2,0
1,1,70,2,1,0,0,0,11,-13.0,0,1,0,12,1
1,1,52,2,1,0,0,0,2,-1.0,0,0,0,1,0
0,1,51,2,2,0,0,0,4,-26.0,1,1,0,7,0
0,1,55,2,6,0,0,0,21,0.0,0,1,1,85,1
1,0,49,2,1,0,0,0,1,-1.0,0,0,0,1,0
1,0,47,2,1,0,0,0,0,0.0,0,0,0,0,0
0,1,27,1,2,0,0,0,0,0.0,1,0,0,1,0
1,1,25,1,7,0,2,0,5,-3.0,1,1,1,0,1
0,1,21,0,10,0,1,0,1,0.0,0,1,2,59,1
0,1,37,1,10,0,0,1,26,-1.0,0,1,2,1,1
0,1,21,0,9,0,0,0,1,-1.0,0,1,2,49,1
0,1,21,0,6,0,0,0,0,-2.0,0,0,1,1,0
0,1,25,1,10,0,0,0,4,0.0,0,1,2,0,1
0,0,27,1,5,0,0,0,3,-1.0,0,1,1,1,1
1,1,30,1,4,0,0,0,3,-1.0,0,1,0,12,1
1,1,70,2,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,37,1,9,0,0,0,11,-1.0,0,1,2,0,1
0,1,46,2,5,0,0,0,5,0.0,0,1,1,2,1
0,1,43,1,4,0,0,0,18,-1.0,0,1,0,9,1
0,1,38,1,6,0,0,0,15,0.0,0,0,1,55,0
0,1,29,1,4,0,0,0,0,0.0,0,0,0,0,0
0,1,37,1,2,0,0,0,8,0.0,1,1,0,1,1
1,0,27,1,3,0,0,0,0,-4.0,0,0,0,0,0
1,1,31,1,5,0,0,0,6,-1.0,1,0,1,1,0
0,1,29,1,2,0,0,0,3,-1.0,0,1,0,1,1
0,0,30,1,2,0,0,0,0,-1.0,1,0,0,0,0
1,0,25,1,5,0,0,0,2,-25.0,0,1,1,11,1
0,1,40,1,2,0,0,0,3,-1.0,0,0,0,1,0
1,1,33,1,3,0,0,0,1,0.0,1,0,0,1,0
1,1,26,1,5,0,0,0,5,-1.0,0,1,1,1,1
1,1,61,2,1,0,0,0,1,-1.0,1,0,0,0,0
1,1,30,1,4,0,0,0,2,-1.0,0,0,0,0,0
1,1,62,2,1,0,0,0,0,-1.0,1,0,0,2,0
1,0,27,1,8,0,0,0,4,8.0,1,1,2,54,1
1,1,48,2,6,0,0,0,9,-1.0,0,0,1,1,0
1,0,40,1,2,0,0,0,0,-1.0,0,0,0,1,0
1,1,24,0,4,0,0,0,0,-1.0,0,0,0,2,0
0,1,22,0,4,0,0,0,0,-1.0,0,1,0,1,1
0,1,30,1,8,0,0,0,4,-1.0,1,1,2,15,1
1,1,63,2,1,0,0,0,0,0.0,1,0,0,0,0
0,1,33,1,10,0,0,0,4,-1.0,0,0,2,1,0
1,1,43,1,4,0,0,0,0,-5.0,1,1,0,1,1
0,1,26,1,10,0,0,0,3,0.0,0,1,2,33,1
0,1,51,2,1,0,0,0,1,-17.0,0,0,0,7,0
1,1,39,1,1,0,0,0,3,-1.0,0,1,0,1,1
0,1,32,1,8,0,0,0,14,-1.0,0,1,2,1,1
0,1,22,0,6,0,0,0,0,-2.0,1,0,1,0,0
1,1,59,2,1,0,0,0,0,-1.0,0,0,0,0,0
0,1,38,1,7,0,5,0,37,-1.0,1,1,1,30,1
0,1,23,0,6,0,0,0,2,0.0,0,0,1,237,0
0,1,42,1,1,0,0,0,0,0.0,1,1,0,1,1
0,1,38,1,7,0,0,0,2,0.0,0,1,1,192,1
1,0,34,1,3,0,0,0,2,-1.0,0,0,0,1,0
0,0,36,1,3,0,0,0,7,-1.0,0,1,0,2,1
0,1,36,1,3,0,0,0,0,-1.0,1,1,0,1,1
0,1,31,1,1,0,0,0,1,-14.0,0,0,0,13,0
0,0,28,1,4,0,0,0,3,-1.0,0,1,0,4,1
0,1,28,1,2,0,0,0,1,0.0,0,1,0,0,1
0,1,43,1,4,0,0,0,0,-1.0,0,0,0,1,0
0,1,40,1,1,0,0,0,1,-1.0,0,0,0,1,0
0,1,31,1,9,0,2,0,15,-1.0,0,1,2,2,1
0,1,54,2,7,0,0,0,6,-1.0,0,1,1,13,1
0,1,24,0,9,0,0,0,17,-1.0,0,1,2,130,1
0,1,21,0,9,0,0,1,1,-1.0,0,1,2,242,1
0,1,22,0,3,0,0,1,0,-1.0,0,0,0,0,0
0,0,45,2,4,0,0,0,1,-1.0,0,0,0,6,0
0,1,29,1,2,0,0,0,1,0.0,1,1,0,0,1
0,1,46,2,5,0,0,0,10,-1.0,0,1,1,9,1
1,1,21,0,8,0,1,2,1,-1.0,0,0,2,12,0
1,1,35,1,5,0,0,0,6,-10.0,0,1,1,1,1
0,1,52,2,1,0,0,0,1,1.0,1,1,0,70,1
1,1,48,2,1,0,0,0,0,0.0,1,0,0,0,0
0,0,29,1,8,0,0,3,9,-1.0,1,1,2,214,1
1,1,48,2,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,31,1,6,0,0,0,10,-8.0,0,1,1,8,1
1,1,21,0,8,0,0,0,3,-1.0,0,1,2,127,1
0,1,47,2,5,0,0,0,0,-1.0,1,0,1,3,0
0,1,21,0,10,1,2,2,3,-1.0,0,1,2,0,1
0,1,35,1,10,3,0,0,13,-1.0,0,0,2,0,0
0,1,46,2,1,0,0,0,3,-22.0,1,1,0,20,1
0,1,34,1,4,0,0,0,5,-1.0,0,1,0,5,1
0,1,52,2,1,0,0,0,2,-5.0,0,0,0,3,0
1,1,21,0,8,0,0,0,0,-1.0,1,1,2,9,1
1,1,53,2,1,0,0,0,1,-2.0,1,0,0,1,0
1,0,19,0,3,0,0,0,0,-1.0,0,1,0,1,1
0,1,22,0,6,0,0,0,0,-1.0,1,0,1,2,0
0,1,45,2,3,0,0,0,1,-1.0,0,0,0,2,0
1,0,27,1,2,0,0,0,0,-1.0,0,0,0,1,0
1,1,25,1,2,0,0,0,0,-1.0,1,0,0,0,0
1,1,30,1,4,0,0,0,0,0.0,0,1,0,-1,1
0,1,31,1,5,0,0,0,2,0.0,0,1,1,-1,1
1,1,28,1,3,0,0,0,3,-1.0,0,0,0,1,0
0,1,36,1,2,0,0,0,3,-1.0,1,1,0,2,1
0,1,27,1,5,0,0,0,7,-1.0,0,1,1,10,1
0,1,42,1,2,0,0,0,1,0.0,0,0,0,0,0
1,1,35,1,5,0,0,0,0,0.0,0,1,1,40,1
1,0,33,1,2,0,0,0,2,-29.0,0,0,0,0,0
0,1,25,1,10,0,1,0,21,-14.0,0,1,2,2,1
1,0,42,1,1,0,0,0,0,-1.0,1,0,0,1,0
0,1,21,0,6,0,0,0,0,-1.0,0,1,1,3,1
0,0,28,1,2,0,0,0,0,0.0,1,0,0,0,0
0,1,27,1,10,0,0,0,25,18.0,0,1,2,40,1
1,0,21,0,6,0,0,0,0,-1.0,0,0,1,2,0
1,1,26,1,6,0,0,0,0,0.0,1,1,1,5,1
1,1,36,1,1,0,0,0,0,-1.0,0,0,0,0,0
1,1,49,2,7,0,0,0,0,-1.0,0,1,1,1,1
1,1,44,1,2,0,0,0,0,-1.0,0,1,0,1,1
1,1,28,1,3,0,0,0,1,-25.0,1,0,0,24,0
0,0,35,1,7,0,0,0,12,-2.0,0,1,1,0,1
0,1,34,1,1,0,0,0,3,-1.0,0,0,0,0,0
0,1,45,2,3,0,0,0,15,-1.0,0,1,0,0,1
0,1,28,1,3,0,0,0,9,-1.0,0,1,0,16,1
0,0,25,1,3,0,0,0,1,-1.0,0,0,0,4,0
0,1,21,0,8,0,1,0,1,0.0,1,1,2,0,0
0,1,48,2,1,0,0,0,1,-1.0,0,0,0,0,0
1,1,37,1,2,0,0,0,1,-1.0,1,0,0,0,0
0,1,24,0,6,0,0,0,3,-3.0,0,1,1,0,1
1,1,37,1,1,0,0,0,1,-1.0,1,1,0,1,1
1,1,39,1,3,0,0,0,1,-3.0,0,0,0,0,0
1,1,24,0,5,0,0,1,1,-1.0,0,1,1,21,1
0,1,23,0,2,0,0,0,1,-1.0,0,1,0,1,1
1,1,43,1,5,0,0,0,5,-1.0,0,0,1,0,0
0,1,28,1,8,0,0,0,6,-1.0,1,1,2,1,1
0,1,53,2,2,0,0,0,1,-1.0,1,0,0,0,0
0,0,27,1,4,0,0,0,2,-14.0,1,1,0,1,1
1,1,39,1,1,0,0,0,0,-1.0,1,0,0,2,0
0,1,47,2,7,0,0,0,22,-1.0,0,1,1,1,1
0,1,28,1,2,0,0,0,4,-1.0,0,1,0,2,1
1,1,36,1,1,0,0,0,2,-4.0,0,0,0,0,0
0,0,24,0,9,0,0,0,1,-1.0,0,0,2,3,0
0,1,23,0,7,0,0,0,3,0.0,0,0,1,1,0
0,1,26,1,2,0,0,0,2,-1.0,0,0,0,1,0
0,1,31,1,4,0,0,0,7,-1.0,0,1,0,54,1
0,0,30,1,10,0,3,2,14,0.0,0,1,2,5,1
1,1,25,1,6,0,0,0,2,0.0,1,0,1,1,0
0,1,24,0,10,0,0,0,6,0.0,0,1,2,1,1
0,1,26,1,4,0,0,0,2,-29.0,1,0,0,28,0
0,0,20,0,5,0,0,0,0,-1.0,0,0,1,0,0
1,1,23,0,3,0,0,0,0,0.0,0,0,0,0,0
0,1,26,1,7,0,0,0,5,-1.0,0,1,1,6,1
1,1,40,1,1,0,0,0,4,0.0,1,0,0,1,0
0,1,19,0,10,0,1,0,1,0.0,0,1,2,-1,1
1,1,53,2,1,0,0,0,1,-12.0,0,0,0,11,0
0,0,24,0,3,0,0,0,0,-1.0,0,0,0,0,0
1,0,33,1,3,0,0,0,2,-1.0,0,0,0,-1,0
1,1,26,1,10,0,3,0,8,-1.0,0,1,2,41,1
1,1,32,1,2,0,0,0,2,-1.0,0,0,0,0,0
1,1,25,1,2,0,0,0,0,0.0,0,1,0,3,1
0,1,21,0,2,0,0,0,1,-1.0,0,0,0,0,0
0,1,38,1,5,0,0,0,3,0.0,0,0,1,1,0
1,1,23,0,2,0,0,0,0,-4.0,0,1,0,1,0
1,1,20,0,6,0,0,1,0,-1.0,0,1,1,8,1
1,0,39,1,1,0,0,0,4,-2.0,0,1,0,1,1
0,1,24,0,2,0,0,0,1,-1.0,0,1,0,6,1
0,1,49,2,4,0,0,0,3,-1.0,0,0,0,0,0
0,1,31,1,7,0,0,0,7,-1.0,0,1,1,77,1
0,1,20,0,6,0,0,0,1,-26.0,0,1,1,16,1
1,1,28,1,3,0,0,0,0,0.0,1,0,0,13,0
1,1,67,2,1,0,0,0,3,-1.0,0,0,0,1,0
0,1,52,2,1,0,0,0,0,-1.0,0,0,0,0,0
0,1,45,2,7,0,0,0,17,-1.0,0,1,1,46,1
0,1,27,1,7,0,0,1,8,-1.0,0,1,1,1,1
1,1,22,0,9,0,0,0,1,-1.0,0,0,2,1,0
1,1,40,1,1,0,0,0,0,-1.0,1,1,0,0,1
1,1,30,1,8,0,0,0,1,0.0,1,1,2,0,1
0,1,42,1,1,0,0,0,1,-1.0,0,0,0,0,0
0,1,24,0,3,0,0,1,2,0.0,0,1,0,1,1
1,1,46,2,2,0,0,0,4,-5.0,0,0,0,2,0
0,1,38,1,3,0,0,0,4,0.0,0,0,0,-1,0
1,1,26,1,5,0,0,0,0,-1.0,1,0,1,1,0
1,1,54,2,1,0,0,0,1,-1.0,1,1,0,1,1
1,1,61,2,4,0,0,0,1,0.0,0,0,0,1,0
0,1,51,2,4,0,0,0,1,-1.0,1,1,0,0,1
1,1,57,2,1,0,0,0,0,0.0,0,0,0,27,0
1,1,24,0,5,0,0,3,3,-1.0,1,1,1,1,1
0,1,34,1,1,0,0,0,1,-1.0,0,0,0,0,0
0,0,28,1,7,0,0,0,10,15.0,1,1,1,3,1
0,1,35,1,8,0,0,0,10,0.0,1,1,2,0,1
0,1,30,1,6,0,0,0,6,0.0,0,1,1,1,1
0,1,44,1,1,0,0,0,0,-1.0,0,0,0,1,0
1,1,61,2,6,0,0,0,10,-1.0,0,0,1,22,0
0,1,26,1,9,0,0,0,1,-1.0,0,1,2,0,1
0,1,48,2,7,1,0,0,10,-1.0,0,1,1,4,1
0,1,42,1,1,0,0,0,4,0.0,1,0,0,0,0
1,1,38,1,8,0,0,0,10,-1.0,0,1,2,0,1
1,0,53,2,1,0,0,0,0,-1.0,1,0,0,0,0
0,1,26,1,10,0,0,0,3,-1.0,1,1,2,1,0
0,1,22,0,7,0,0,0,1,-1.0,0,1,1,0,1
1,1,50,2,7,0,0,0,0,-1.0,0,0,1,30,0
1,1,44,1,7,3,0,0,16,-1.0,1,0,1,81,0
0,1,24,0,6,0,1,3,4,-1.0,0,1,1,1,1
0,1,21,0,7,0,0,0,0,-1.0,0,1,1,1,1
1,1,50,2,1,0,0,0,0,0.0,0,0,0,2,0
1,0,36,1,1,0,0,0,0,0.0,1,0,0,1,0
1,1,39,1,3,0,0,0,0,-1.0,0,0,0,54,0
0,0,54,2,6,0,0,0,7,-1.0,0,0,1,18,0
0,1,29,1,2,0,0,0,0,0.0,1,0,0,0,0
1,1,26,1,6,0,0,0,0,-1.0,1,0,1,0,0
0,1,41,1,4,0,0,0,3,-1.0,0,1,0,1,1
0,1,23,0,6,0,0,0,1,-1.0,0,1,1,2,1
1,1,34,1,1,0,0,0,0,-1.0,1,0,0,0,0
1,1,31,1,7,0,0,0,11,0.0,0,1,1,11,1
0,1,20,0,3,0,0,0,0,-1.0,0,0,0,1,0
0,1,49,2,6,0,0,0,10,-1.0,0,1,1,43,1
0,1,26,1,8,0,0,0,4,0.0,0,1,2,0,1
0,1,28,1,4,0,0,0,1,-1.0,0,1,0,0,1
0,1,26,1,2,0,0,0,0,-1.0,0,0,0,0,0
0,1,55,2,4,0,0,0,1,-1.0,0,0,0,0,0
0,1,22,0,9,0,0,0,0,-1.0,1,0,2,2,0
0,0,26,1,4,0,0,0,0,-1.0,1,0,0,1,0
0,1,58,2,6,0,0,0,16,-1.0,0,1,1,68,1
0,1,28,1,7,0,0,0,4,-1.0,0,0,1,29,0
